mbid,tempo,danceability,key,key_scale,loudness,dynamic_complexity
fac56dba-fe71-4854-81a9-45f363038a12,99.9496612549,1.0465284586,C,major,0.748971700668,3.2841053009
d69c7159-834e-423a-9197-fef49b9e433c,116.977249146,1.42915284634,D,major,0.935857355595,3.23711657524
e77705de-724b-4cb6-8fab-bb3059be2c84,112.960189819,1.23789918423,G,major,0.921174168587,2.84347963333
f67a287c-f235-4862-b511-5d75bb242240,153.720123291,1.1368855238,E,major,0.820250272751,6.56620550156
b79289bf-3aeb-4bdc-bb62-3e1a8c8aec9c,137.4715271,1.18092119694,F,major,0.952815055847,3.11142897606
b38a8e9b-3d9b-4a6f-a737-3c741e0b5b31,164.4034729,1.02776861191,D,major,0.494831353426,5.15887403488
2c483a3d-c051-405d-b526-a951309d93d0,132.054748535,1.03085446358,C,major,0.130052402616,5.27418708801
2151e704-c757-4237-8463-755fc8bc4ef8,79.9572067261,1.29748642445,B,major,0.918822050095,3.65157628059
e852049f-5fc1-4985-b7e6-fbfe935ad09c,98.0301513672,0.972650647163,C#,major,0.841036498547,4.05222606659
6f168e50-cd3b-4086-b718-7a4f8a4f77c9,133.604309082,1.1713873148,F,minor,0.854753196239,5.03722238541
cae47884-a470-4676-ba65-68c50671f00f,161.499832153,1.14359164238,B,major,0.936597049236,2.21149563789
c4769e14-3e85-43b1-9d0a-700b494cc5f1,95.0750274658,1.03260147572,F,minor,0.568793952465,4.97592401505
911b74fd-d060-4a0e-958a-4e0bfde7a7a5,131.011550903,0.981526553631,D,minor,0.92301851511,3.89314484596
a663a7f8-759d-4c26-9b59-609fe6d7f91c,151.898529053,1.06137800217,F,major,0.953798651695,2.84496760368
54f51a98-e369-4e4f-a23b-7fd98b39002f,140.076477051,1.20023977757,C,major,0.959603071213,2.4503288269
95c4f99f-27be-4de2-a6f6-faa8f8ec4d72,96.0511169434,1.12992930412,G,major,0.947598457336,3.22716760635
1fb9f636-224f-463e-99c8-d088b6539710,143.925430298,1.09401798248,E,major,0.949748516083,3.97669315338
6d1b6ca8-9a27-4879-8512-b9bfb7c93434,106.648170471,1.0335611105,D#,major,0.928493618965,2.97367477417
a809cc26-a8e7-4fd7-947c-893b5a43f85e,172.265640259,1.15956485271,F,major,0.945986390114,2.1292181015
42fbe20f-e2d2-4427-a4a2-7d9d4220bb66,142.95854187,1.20475125313,F,minor,0.913383424282,2.3139591217
a82e43cb-9f54-4a54-8219-e2b994b5d808,71.058883667,1.22063076496,G#,major,0.935697138309,3.21738123894
1d71c231-fbd9-4522-a5c0-49831ae1324a,102.80216217,1.04867374897,G,major,0.81570482254,2.90061020851
27f1e1a9-5afa-433a-afb7-8b52ad965004,153.955169678,1.05809903145,A#,minor,0.900938153267,4.03478384018
f1c80cb1-cf3a-4166-ab22-42bc8ab525b8,87.9318771362,1.34035158157,C,major,0.839089334011,3.73435521126
5c91009c-522e-4e77-81d9-c054a4a0fb25,147.547012329,0.873274624348,A,major,0.753121733665,5.53770112991
2713844b-163b-416c-8c57-81acbc0c4a93,124.115829468,1.64304363728,A#,major,0.947440028191,2.67403864861
